SALES_ID,ORDER_ID,ORDER_DATE,CLOSE_DATE,CUSTOMER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE,DISCOUNT_AMT,TAX_AMT,TOTAL_AMOUNT,CURRENCY,SALES_CHANNEL,STATUS,RETURN_FLAG,SALES_REP_ID,DEPARTMENT_ID,DEPARTMENT_NAME,REGION_CODE,REGION_NAME,MARKET_AREA_CODE,MARKET_AREA_NAME,SOURCE_SYSTEM,BATCH_ID,INGEST_TS,RECORD_HASH,IS_DELETED
487,ORD-100487,2024-12-12,2025-01-25,CUST-2681,SKU-324,7.51,924.81,56.29,555.63,7444.66,CAD,Direct,Lost,false,130,SLS,Sales,NA,North America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-7953,2025-09-24 04:58:31.000,YiT0ujNz30KYW2ZA,False
488,ORD-100488,2023-10-18,2023-11-23,CUST-2171,SKU-997,12.42,226.4,65.97,224.95,2970.87,AUD,Partner,Won,false,269,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-NORTH,APAC - North,CRM,CRMLOAD-4413,2025-09-24 04:58:31.000,y44ZKE8kQBSSZrg8,False
489,ORD-100489,2021-06-12,2021-07-28,CUST-1280,SKU-805,48.07,553.53,41.23,2128.65,28695.61,EUR,Direct,Won,false,43,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-EAST,United States - East,CRM,CRMLOAD-3625,2025-09-24 04:58:31.000,9L0ZQfQotvIWjQ4u,False
490,ORD-100490,2022-01-17,2022-03-02,CUST-9963,SKU-728,31.98,181.52,16.53,464.4,6252.88,JPY,Partner,Closed,false,1,SLS,Sales,LATAM,Latin America,APAC-SOUTH,APAC - South,CRM,CRMLOAD-6067,2025-09-24 04:58:31.000,VRDe0aGmKKyw9Jsy,False
491,ORD-100491,2024-09-18,2024-10-08,CUST-1409,SKU-837,41.65,332.17,53.39,1106.79,14888.28,CAD,Partner,Returned,true,175,SLS,Sales,EMEA,"Europe, Middle East & Africa",LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-7638,2025-09-24 04:58:31.000,jjvw9ApnoLbqZf1x,False
492,ORD-100492,2025-03-08,2025-03-14,CUST-4820,SKU-799,27.76,39.41,94.57,87.52,1086.97,EUR,Partner,Open,false,197,SLS,Sales,APAC,Asia Pacific,EU-WEST,Europe - West,CRM,CRMLOAD-8208,2025-09-24 04:58:31.000,0W1B0o7L7P3U2kDY,False
493,ORD-100493,2024-04-10,2024-04-27,CUST-4483,SKU-527,31.37,850.87,86.72,2135.34,28740.41,CAD,Direct,Closed,false,33,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-WEST,United States - West,CRM,CRMLOAD-7412,2025-09-24 04:58:31.000,Sb3IaArCo877EUff,False
494,ORD-100494,2024-09-26,2024-10-12,CUST-4120,SKU-684,49.55,436.84,64.88,1731.63,23312.17,EUR,Direct,Open,false,33,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-WEST,United States - West,CRM,CRMLOAD-3315,2025-09-24 04:58:31.000,KU2etKZQ7CXw9i3l,False
495,ORD-100495,2024-03-15,2024-05-11,CUST-1437,SKU-148,45.06,751.82,92.62,2710.16,36494.55,AUD,Direct,Closed,false,49,SLS,Sales,APAC,Asia Pacific,APAC-SOUTH,APAC - South,CRM,CRMLOAD-1743,2025-09-24 04:58:31.000,5zfCvmRML8m3Oq8K,False
496,ORD-100496,2021-01-24,2021-03-15,CUST-1846,SKU-355,3.87,589.18,98.16,182.41,2364.38,USD,Partner,Won,false,2,SLS,Sales,NA,North America,APAC-NORTH,APAC - North,CRM,CRMLOAD-9794,2025-09-24 04:58:31.000,JQpX8hrAkJu7U7O6,False
497,ORD-100497,2024-12-01,2025-01-17,CUST-1991,SKU-210,31.73,436.39,65.66,1107.73,14888.72,JPY,Direct,Won,false,88,SLS,Sales,APAC,Asia Pacific,APAC-SOUTH,APAC - South,CRM,CRMLOAD-5894,2025-09-24 04:58:31.000,AjJgV1YrQwxiXBmr,False
498,ORD-100498,2022-03-08,2022-03-25,CUST-3237,SKU-798,25.8,852.87,99.85,1760.32,23664.52,CAD,Partner,Closed,false,51,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-WEST,United States - West,CRM,CRMLOAD-4670,2025-09-24 04:58:31.000,LJg3GFnrKpPU8TEU,False
499,ORD-100499,2023-01-23,2023-03-16,CUST-6187,SKU-638,47.67,393.7,27.62,1501.41,20241.47,INR,Direct,Won,false,227,SLS,Sales,LATAM,Latin America,US-EAST,United States - East,CRM,CRMLOAD-5875,2025-09-24 04:58:31.000,j0BLjo6cWluVlU8R,False
500,ORD-100500,2022-10-26,2022-12-21,CUST-5316,SKU-612,31.35,477.15,18,1196.69,16137.34,USD,Online,Returned,true,151,SLS,Sales,LATAM,Latin America,EU-WEST,Europe - West,CRM,CRMLOAD-9268,2025-09-24 04:58:31.000,bd2EuCOiGfwiVbXK,False
501,ORD-100501,2021-10-06,2021-10-31,CUST-3778,SKU-887,3.39,664.99,61.19,180.35,2373.48,GBP,Direct,Lost,false,194,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-WEST,United States - West,CRM,CRMLOAD-8870,2025-09-24 04:58:31.000,BVd0qBf10eLnCI7C,False
502,ORD-100502,2021-08-23,2021-09-15,CUST-6552,SKU-503,22.49,571.13,0.72,1027.58,13871.57,AUD,Partner,Won,false,144,SLS,Sales,NA,North America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-2368,2025-09-24 04:58:31.000,x5nX1p72O3Dixv6I,False
503,ORD-100503,2024-09-10,2024-10-28,CUST-9620,SKU-147,6.73,387.45,85.3,208.6,2730.84,USD,Online,Won,false,150,SLS,Sales,APAC,Asia Pacific,US-WEST,United States - West,CRM,CRMLOAD-5130,2025-09-24 04:58:31.000,RDDG0XufuB9ldIfK,False
504,ORD-100504,2022-07-14,2022-08-22,CUST-2807,SKU-511,36.61,421.64,26.61,1234.9,16644.53,JPY,Online,Won,false,194,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-WEST,United States - West,CRM,CRMLOAD-4828,2025-09-24 04:58:31.000,B3nmlnlIXjD4H4Ua,False
505,ORD-100505,2022-09-28,2022-11-20,CUST-3082,SKU-505,43.27,394.21,83.94,1364.6,18338.13,CAD,Online,Closed,false,113,SLS,Sales,APAC,Asia Pacific,APAC-SOUTH,APAC - South,CRM,CRMLOAD-8401,2025-09-24 04:58:31.000,GeEaM7cjWVASAEJ5,False
506,ORD-100506,2024-10-25,2024-12-04,CUST-2265,SKU-871,45.27,57.31,13.12,207.55,2788.85,EUR,Online,Closed,false,167,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-NORTH,APAC - North,CRM,CRMLOAD-4343,2025-09-24 04:58:31.000,DdDUKtt434VhjF3P,False
507,ORD-100507,2022-09-14,2022-09-16,CUST-7516,SKU-974,8.67,342.58,69.32,237.61,3138.46,CAD,Partner,Won,false,295,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-NORTH,APAC - North,CRM,CRMLOAD-2310,2025-09-24 04:58:31.000,1BXF6SHEtLXcWlIJ,False
508,ORD-100508,2022-01-30,2022-03-30,CUST-4070,SKU-586,35.31,262.3,60.8,740.95,9941.96,USD,Partner,Returned,true,158,SLS,Sales,APAC,Asia Pacific,EU-NORTH,Europe - North,CRM,CRMLOAD-3934,2025-09-24 04:58:31.000,dnol0sEJo2xwv36j,False
509,ORD-100509,2021-07-04,2021-08-25,CUST-9415,SKU-480,34.32,131.03,15.06,359.76,4841.65,GBP,Online,Open,false,244,SLS,Sales,LATAM,Latin America,APAC-NORTH,APAC - North,CRM,CRMLOAD-3377,2025-09-24 04:58:31.000,mKCnokbSlQxgnSuI,False
510,ORD-100510,2021-06-24,2021-08-17,CUST-2788,SKU-989,47.56,466.71,80.25,1775.74,23892.22,EUR,Direct,Won,false,119,SLS,Sales,NA,North America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-2679,2025-09-24 04:58:31.000,QMdsuoXhqkk2ccVs,False
511,ORD-100511,2022-08-21,2022-08-31,CUST-8197,SKU-357,24.38,232.96,29.4,454.37,6104.53,GBP,Direct,Won,false,169,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-NORTH,Europe - North,CRM,CRMLOAD-3201,2025-09-24 04:58:31.000,Bl6PzPDZJ3JW7OlS,False
512,ORD-100511,2022-12-08,2023-01-15,CUST-1788,SKU-475,17.43,572.15,38.98,797.81,10731.4,JPY,Online,Open,false,86,SLS,Sales,APAC,Asia Pacific,APAC-SOUTH,APAC - South,CRM,CRMLOAD-4753,2025-09-24 04:58:31.000,ZQi3FoGvdR4eOphu,False
513,ORD-100513,2023-11-03,2023-11-16,CUST-3606,SKU-287,3.95,115.83,87.07,36.6,407.06,GBP,Partner,Lost,false,169,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-NORTH,Europe - North,CRM,CRMLOAD-1427,2025-09-24 04:58:31.000,loNoJV2UuT6OfHDa,False
514,ORD-100514,2022-08-18,2022-08-22,CUST-6912,SKU-286,42.86,481.8,92.18,1652,22209.77,AUD,Direct,Lost,false,275,SLS,Sales,LATAM,Latin America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-6021,2025-09-24 04:58:31.000,OjHDRR530jBRAaKg,False
515,ORD-100515,2021-02-18,2021-04-11,CUST-3574,SKU-487,9.33,243.69,22.15,181.89,2433.37,INR,Partner,Lost,false,205,SLS,Sales,LATAM,Latin America,US-EAST,United States - East,CRM,CRMLOAD-3265,2025-09-24 04:58:31.000,Cv2yUIBKWDPrPor5,False
516,ORD-100516,2024-11-21,2025-01-16,CUST-3182,SKU-923,32.35,312.75,57.35,809.4,10869.51,GBP,Online,Returned,true,97,SLS,Sales,APAC,Asia Pacific,US-WEST,United States - West,CRM,CRMLOAD-1486,2025-09-24 04:58:31.000,QR3d1IgQa6SVAtzU,False
517,ORD-100517,2022-03-28,2022-04-19,CUST-5145,SKU-258,47.03,65.95,60.19,248.13,3289.57,EUR,Online,Won,false,233,SLS,Sales,LATAM,Latin America,APAC-NORTH,APAC - North,CRM,CRMLOAD-3044,2025-09-24 04:58:31.000,7Kja23K7KJ8WTmoJ,False
518,ORD-100518,2025-02-17,2025-03-01,CUST-2623,SKU-981,22.69,813.55,59.28,1476.76,19876.93,AUD,Online,Won,false,80,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-WEST,United States - West,CRM,CRMLOAD-9677,2025-09-24 04:58:31.000,X34CCCiMBzfeYxrk,False
519,ORD-100519,2025-03-28,2025-04-22,CUST-3308,SKU-222,20.84,347.52,87.84,579.39,7733.87,JPY,Online,Won,false,258,SLS,Sales,LATAM,Latin America,US-WEST,United States - West,CRM,CRMLOAD-7835,2025-09-24 04:58:31.000,kLSmZ0X7XU2Uxi7h,False
520,ORD-100520,2022-07-24,2022-08-05,CUST-8510,SKU-299,35.08,909.24,79.54,2551.69,34368.29,CAD,Direct,Won,false,68,SLS,Sales,LATAM,Latin America,EU-WEST,Europe - West,CRM,CRMLOAD-4857,2025-09-24 04:58:31.000,9PzLCKj4b5uXeFKK,False
521,ORD-100521,2025-07-17,2025-08-19,CUST-4925,SKU-817,8.14,846.78,97.84,551.42,7346.37,USD,Online,Won,false,290,SLS,Sales,APAC,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-5778,2025-09-24 04:58:31.000,YZQFu6fggy36Q5oI,False
522,ORD-100522,2022-11-22,2023-01-17,CUST-8572,SKU-454,27.99,885.58,16.09,1982.99,26754.28,CAD,Online,Closed,false,62,SLS,Sales,APAC,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-9247,2025-09-24 04:58:31.000,xCRCPLNyFENcb9YX,False
523,ORD-100523,2024-08-22,2024-09-01,CUST-6489,SKU-665,41.77,81.05,58.74,270.84,3597.56,AUD,Partner,Closed,false,106,SLS,Sales,LATAM,Latin America,US-WEST,United States - West,CRM,CRMLOAD-3368,2025-09-24 04:58:31.000,3CE22lkl8HU7SFqJ,False
524,ORD-100524,2023-01-31,2023-03-15,CUST-6402,SKU-677,42.24,793.35,71.16,2680.89,36120.83,CAD,Partner,Returned,true,223,SLS,Sales,NA,North America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-1289,2025-09-24 04:58:31.000,GdxibMoUQUZwe5KG,False
525,ORD-100525,2023-07-11,2023-08-14,CUST-1958,SKU-162,41.4,940.23,11.48,3114.04,42028.08,EUR,Partner,Lost,false,255,SLS,Sales,LATAM,Latin America,EU-WEST,Europe - West,CRM,CRMLOAD-9809,2025-09-24 04:58:31.000,nmbFRt8RmC2dXzfI,False
526,ORD-100526,2023-06-01,2023-06-04,CUST-5384,SKU-435,32.81,69.49,79.59,182.4,2382.78,AUD,Online,Closed,false,227,SLS,Sales,LATAM,Latin America,US-EAST,United States - East,CRM,CRMLOAD-2087,2025-09-24 04:58:31.000,DoYhJqVqOALHBTXc,False
527,ORD-100527,2021-05-22,2021-06-18,CUST-8883,SKU-202,25.96,764.41,73.75,1587.53,21357.86,JPY,Online,Lost,false,270,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-WEST,Europe - West,CRM,CRMLOAD-5619,2025-09-24 04:58:31.000,bGBE0SLDQOpBk6BJ,False
528,ORD-100528,2025-12-15,2026-01-21,CUST-5762,SKU-808,22.09,422.99,5.21,747.51,10086.15,INR,Online,Won,false,284,SLS,Sales,LATAM,Latin America,APAC-SOUTH,APAC - South,CRM,CRMLOAD-9841,2025-09-24 04:58:31.000,xkEudmhb2p6fiPAQ,False
529,ORD-100529,2023-12-28,2024-01-05,CUST-3214,SKU-275,41.68,235.14,8.69,784.05,10576,AUD,Partner,Closed,false,90,SLS,Sales,NA,North America,US-WEST,United States - West,CRM,CRMLOAD-5210,2025-09-24 04:58:31.000,4ZeCWorfy4gyc6FI,False
530,ORD-100530,2022-07-08,2022-08-23,CUST-5611,SKU-917,29.77,32.46,40.41,77.31,1003.23,JPY,Direct,Closed,false,223,SLS,Sales,NA,North America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-6273,2025-09-24 04:58:31.000,1Qr5xKwC0L30e36n,False
531,ORD-100531,2025-06-28,2025-08-12,CUST-1479,SKU-296,34.17,648.08,17.21,1771.59,23899.27,INR,Online,Closed,false,36,SLS,Sales,APAC,Asia Pacific,APAC-NORTH,APAC - North,CRM,CRMLOAD-7573,2025-09-24 04:58:31.000,6s6mSBPaLDsOjreO,False
532,ORD-100532,2021-08-21,2021-10-02,CUST-2450,SKU-730,45,978.3,22.12,3521.88,47523.26,CAD,Partner,Open,false,115,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-NORTH,APAC - North,CRM,CRMLOAD-3663,2025-09-24 04:58:31.000,lYVvxtSfWEBBxwDg,False
533,ORD-100533,2022-07-07,2022-08-05,CUST-3868,SKU-157,27.93,461.32,3.99,1030.77,13911.45,INR,Partner,Closed,false,169,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-NORTH,Europe - North,CRM,CRMLOAD-2722,2025-09-24 04:58:31.000,C2nclBJBWP292nlS,False
534,ORD-100534,2022-07-05,2022-08-28,CUST-3173,SKU-786,25.33,172.76,30.33,350.08,4695.76,EUR,Partner,Won,false,173,SLS,Sales,NA,Latin America,EU-NORTH,Europe - North,CRM,CRMLOAD-7862,2025-09-24 04:58:31.000,mDDglOCC52IMX8LD,False
535,ORD-100535,2021-07-01,2021-08-20,CUST-5588,SKU-111,37.9,64.33,29.21,195.05,2603.95,EUR,Online,Won,false,295,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-NORTH,APAC - North,CRM,CRMLOAD-4248,2025-09-24 04:58:31.000,o5ixrihUCrXCOiat,False
536,ORD-100536,2021-03-29,2021-05-27,CUST-2846,SKU-571,43.41,420.93,11.62,1461.81,19722.76,AUD,Online,Won,false,6,SLS,Sales,NA,North America,US-EAST,United States - East,CRM,CRMLOAD-4359,2025-09-24 04:58:31.000,y8Oqt0rOTPyCbswJ,False
537,ORD-100537,2022-01-14,2022-02-16,CUST-1802,SKU-700,37.58,861.67,88.61,2590.52,34883.47,CAD,Direct,Won,false,264,SLS,Sales,APAC,Asia Pacific,APAC-SOUTH,APAC - South,CRM,CRMLOAD-9145,2025-09-24 04:58:31.000,EmzsSmhpKcfvqZQK,False
538,ORD-100538,2023-07-08,2023-08-27,CUST-7996,SKU-842,10.64,380.45,95.58,323.84,4276.25,AUD,Partner,Lost,false,284,SLS,Sales,NA,Latin America,APAC-SOUTH,APAC - South,CRM,CRMLOAD-7587,2025-09-24 04:58:31.000,b15RZKjpyKzaNEwL,False
539,ORD-100539,2024-05-19,2024-05-21,CUST-2260,SKU-992,35.06,700.33,96.59,1964.29,26421.27,AUD,Direct,WON?,false,136,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-SOUTH,APAC - South,CRM,CRMLOAD-6730,2025-09-24 04:58:31.000,jwGcQ4jnnpIbMXrO,False
540,ORD-100540,2022-05-27,2022-06-26,CUST-1484,SKU-918,34.8,357.73,11.44,995.92,13433.48,USD,Partner,Closed,false,154,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-EAST,United States - East,CRM,CRMLOAD-5717,2025-09-24 04:58:31.000,k1DpZXAxRx66KZhA,False
541,ORD-100541,2023-03-23,2023-05-01,CUST-2792,SKU-135,19.89,335.25,82.71,533.45,7118.86,EUR,Direct,Returned,true,186,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-NORTH,Europe - North,CRM,CRMLOAD-7262,2025-09-24 04:58:31.000,oy2iHDH0pIkEehIT,False
542,ORD-100542,2024-02-06,2024-02-06,CUST-1360,SKU-265,2.42,646.19,83.25,125.1,1605.63,AUD,Partner,Closed,false,111,SLS,Sales,LATAM,Latin America,US-EAST,United States - East,CRM,CRMLOAD-8599,2025-09-24 04:58:31.000,oTsq0Y3AQZnnTfdG,False
543,ORD-100543,2025-02-01,2025-02-02,CUST-6755,SKU-324,37.2,593.43,65.28,1766.05,23776.37,JPY,Online,Lost,false,16,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-SOUTH,APAC - South,CRM,CRMLOAD-8613,2025-09-24 04:58:31.000,3cjxVxhKCEdSAiXB,False
544,ORD-100544,2024-07-20,2024-08-17,CUST-2505,SKU-726,4.82,303.74,56.92,117.12,1524.23,CAD,Partner,Lost,false,171,SLS,Sales,APAC,Asia Pacific,EU-WEST,Europe - West,CRM,CRMLOAD-7514,2025-09-24 04:58:31.000,bqPbZHxAZrANuD3Z,False
545,ORD-100545,2023-11-14,2023-12-10,CUST-2845,SKU-817,33.89,385.98,17.53,1046.47,14109.8,GBP,Partner,Won,false,4,SLS,Sales,APAC,Asia Pacific,US-EAST,United States - East,CRM,CRMLOAD-9442,2025-09-24 04:58:31.000,UQuSWEuZqB3RUMhV,False
546,ORD-100546,2025-01-02,2025-01-21,CUST-8176,SKU-818,18.5,567.36,97.32,839.69,11238.53,JPY,Partner,Won,false,179,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-NORTH,APAC - North,CRM,CRMLOAD-5550,2025-09-24 04:58:31.000,JgeMutqpzhswh58L,False
547,ORD-100547,2022-03-22,2022-05-05,CUST-1977,SKU-547,42.83,897.13,3.57,3073.93,41494.44,GBP,Online,Won,false,100,SLS,Sales,APAC,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-5367,2025-09-24 04:58:31.000,FHBnL54IW5bKQcb4,False
548,ORD-100548,2021-08-11,2021-08-28,CUST-8930,SKU-134,35.23,227.48,61.91,641.13,8593.34,JPY,Direct,Won,false,34,SLS,Sales,NA,North America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-5063,2025-09-24 04:58:31.000,0mUswGis3y2mqGer,False
549,ORD-100549,2025-01-12,2025-02-20,CUST-4680,SKU-333,17.82,42.65,83.68,60.8,737.14,JPY,Direct,Open,false,234,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-NORTH,APAC - North,CRM,CRMLOAD-3401,2025-09-24 04:58:31.000,IDQzwJHuxUyEgpS3,False
550,ORD-100550,2024-01-13,2024-01-28,CUST-8093,SKU-692,17.58,611.78,79.8,860.41,11535.7,USD,Direct,Open,false,168,SLS,Sales,EMEA,"Europe, Middle East & Africa",LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-1525,2025-09-24 04:58:31.000,EWCE8zgi6CD5ppSb,False
551,ORD-100551,2021-05-22,2021-05-30,CUST-1643,SKU-354,6.12,892.03,75.79,436.74,5820.17,JPY,Direct,Won,false,205,SLS,Sales,LATAM,Latin America,US-EAST,United States - East,CRM,CRMLOAD-1382,2025-09-24 04:58:31.000,U2cHZfiP9mWbvhCm,False
552,ORD-100552,2024-03-26,2024-04-14,CUST-5374,SKU-102,48.17,83.93,19.45,323.43,4346.89,EUR,Direct,Open,false,204,SLS,Sales,APAC,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-8752,2025-09-24 04:58:31.000,e0Z0FdUYnVbLahC3,False
553,ORD-100553,2025-09-26,2025-11-15,CUST-4642,SKU-462,37.02,67.81,93.82,200.83,2617.34,EUR,Partner,Won,false,264,SLS,Sales,APAC,Asia Pacific,APAC-SOUTH,APAC - South,CRM,CRMLOAD-6082,2025-09-24 04:58:31.000,zVn45rG1GdKjWjHs,False
554,ORD-100554,2024-09-02,2024-10-05,CUST-2537,SKU-615,48.34,744.42,35.52,2878.82,38828.56,CAD,Direct,Closed,false,128,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-SOUTH,APAC - South,CRM,CRMLOAD-9309,2025-09-24 04:58:31.000,NZhWtXHoBxvLzdBU,False
555,ORD-100555,2025-05-07,2025-06-10,CUST-1406,SKU-895,49.54,147.72,89.28,585.44,7814.21,USD,Direct,Won,false,68,SLS,Sales,LATAM,Latin America,EU-WEST,Europe - West,CRM,CRMLOAD-6834,2025-09-24 04:58:31.000,T3zni2mfqT50ma95,False
556,ORD-100556,2024-06-12,2024-07-18,CUST-5542,SKU-512,24.14,903.22,28.04,1744.3,23519.99,CAD,Partner,Won,false,93,SLS,Sales,APAC,Asia Pacific,EU-NORTH,Europe - North,CRM,CRMLOAD-4860,2025-09-24 04:58:31.000,zx2mVWZbz4EAmPPp,False
557,ORD-100557,2022-05-09,2022-05-21,CUST-4591,SKU-160,-4.19,279.44,85.63,557.32,7438.13,GBP,Partner,Lost,false,85,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-NORTH,APAC - North,CRM,CRMLOAD-9752,2025-09-24 04:58:31.000,9vw9hzLf1Te7xymU,False
558,ORD-100558,2024-11-10,2024-11-16,CUST-1822,SKU-958,35.72,205.54,18.73,587.35,7910.51,CAD,Direct,Closed,false,267,SLS,Sales,NA,North America,EU-WEST,Europe - West,CRM,CRMLOAD-6139,2025-09-24 04:58:31.000,wFSA4VgcV0lzgMnM,False
559,ORD-100559,2023-02-13,2023-03-02,CUST-9285,SKU-963,20.16,677.24,52.74,1092.25,14692.67,USD,Online,Won,false,31,SLS,Sales,NA,North America,EU-WEST,Europe - West,CRM,CRMLOAD-5176,2025-09-24 04:58:31.000,WwBpShUncInK35VE,False
560,ORD-100560,2025-12-12,2026-01-22,CUST-8375,SKU-819,15.23,567.89,23.14,691.92,9317.74,AUD,Partner,Won,false,47,SLS,Sales,LATAM,Latin America,EU-WEST,Europe - West,CRM,CRMLOAD-1951,2025-09-24 04:58:31.000,tWHo1sp8MJkVnUkp,False
561,ORD-100561,2024-04-13,2024-05-15,CUST-8142,SKU-599,13.58,91.24,49.08,99.12,1289.08,INR,Direct,Open,false,238,SLS,Sales,NA,North America,EU-WEST,Europe - West,CRM,CRMLOAD-4982,2025-09-24 04:58:31.000,8U5lFMtt4RyYfNhT,False
562,ORD-100562,2023-03-22,2023-05-21,CUST-6730,SKU-881,41.25,863.73,57.45,2850.31,38421.72,INR,Direct,Lost,false,289,SLS,Sales,APAC,Asia Pacific,EU-NORTH,Europe - North,CRM,CRMLOAD-6686,2025-09-24 04:58:31.000,RqDBBpXhHuhN3NCu,False
563,ORD-100563,2022-06-17,2022-07-27,CUST-5066,SKU-873,9.29,798.69,63.96,593.59,7949.46,EUR,Direct,Closed,false,5,SLS,Sales,LATAM,Latin America,EU-WEST,Europe - West,CRM,CRMLOAD-6836,2025-09-24 04:58:31.000,Pfq4xOHHaZBOKuwa,False
564,ORD-100564,2022-09-11,2022-09-14,CUST-1300,SKU-638,-4.47,131.87,61.76,282.83,3756.5,INR,Partner,Won,false,1,SLS,Sales,LATAM,Latin America,APAC-SOUTH,APAC - South,CRM,CRMLOAD-4759,2025-09-24 04:58:31.000,dkApefLUCh7uONUI,False
565,ORD-100565,2025-05-02,2025-06-03,CUST-1934,SKU-440,2.67,958.91,65.68,204.82,2699.43,AUD,Online,Won,false,267,SLS,Sales,NA,North America,EU-WEST,Europe - West,CRM,CRMLOAD-1418,2025-09-24 04:58:31.000,iJzo6I9QhIRDj3m0,False
566,ORD-100566,2023-01-03,2023-02-07,CUST-1784,SKU-611,-1.78,198.67,33.94,347.28,4654.28,GBP,Direct,Closed,false,199,SLS,Sales,EMEA,Latin America,APAC-NORTH,APAC - North,CRM,CRMLOAD-1235,2025-09-24 04:58:31.000,PJEaemYRGj8pWyaC,False
567,ORD-100567,2024-01-02,2024-01-23,CUST-2279,SKU-367,29.75,440.56,3.9,1048.53,14151.29,CAD,Partner,Lost,false,236,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-WEST,Europe - West,CRM,CRMLOAD-7687,2025-09-24 04:58:31.000,j9YtmYCVjjhT0OCb,False
568,ORD-100568,2025-01-11,2025-03-09,CUST-1181,SKU-508,15.49,875.97,54.75,1085.5,14599.53,USD,Online,Open,false,124,SLS,Sales,NA,North America,US-WEST,United States - West,CRM,CRMLOAD-5506,2025-09-24 04:58:31.000,HDgdEfhYttaVy4LP,False
569,ORD-100569,2022-07-04,2022-08-07,CUST-7684,SKU-956,7.3,144.35,55.35,84.3,1082.7,CAD,Direct,Won,false,74,SLS,Sales,APAC,Asia Pacific,APAC-NORTH,APAC - North,CRM,CRMLOAD-7569,2025-09-24 04:58:31.000,LhX4wsmMai8DX7yW,False
570,ORD-100570,2021-05-19,2021-06-29,CUST-6006,SKU-951,24.79,837.91,85.19,1661.74,22348.34,AUD,Direct,Lost,false,338,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-NORTH,Europe - North,CRM,CRMLOAD-2675,2025-09-24 04:58:31.000,p1oKc92pj09PttiX,False
571,ORD-100571,2024-06-13,2024-07-09,CUST-8652,SKU-772,12.88,609.58,82.9,628.11,8396.6,USD,Direct,Closed,false,231,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-WEST,United States - West,CRM,CRMLOAD-3968,2025-09-24 04:58:31.000,4kNCaAJ77oKEg0CN,False
572,ORD-100572,2023-03-10,2023-04-09,CUST-8025,SKU-683,17.81,139.2,90.53,198.33,2586.95,CAD,Partner,Closed,false,1,SLS,Sales,LATAM,Latin America,APAC-SOUTH,APAC - South,CRM,CRMLOAD-7989,2025-09-24 04:58:31.000,7Tkc1xInMG6r5nZo,False
573,ORD-100573,2021-06-03,2021-07-19,CUST-8623,SKU-317,-2,423.56,32.74,265.66,3553.63,USD,Online,Won,false,107,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-EAST,United States - East,CRM,CRMLOAD-2990,2025-09-24 04:58:31.000,HvmSjh1enrWvMxsZ,False
574,ORD-100574,2021-05-31,2021-07-24,CUST-8470,SKU-714,18.3,55.98,66.59,81.95,1039.79,GBP,Online,Closed,false,71,SLS,Sales,NA,North America,US-WEST,United States - West,CRM,CRMLOAD-4502,2025-09-24 04:58:31.000,Ia3iCMKqxWEURWKQ,False
